"year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute"
2014,1,5,2250,12,436,-8,"UA","N78448",1129,"SEA","IAH",205,1874,22,50
2014,1,5,2251,11,604,-6,"DL","N126DL",2188,"SEA","ATL",233,2182,22,51
2014,1,5,2254,5,440,-7,"UA","N37465",1617,"SEA","ORD",202,1721,22,54
2014,1,5,2256,-4,2350,-8,"AS","N793AS",698,"SEA","GEG",37,224,22,56
2014,1,5,2258,-2,136,-9,"AS","N407AS",103,"SEA","ANC",189,1448,22,58
2014,1,5,2301,-4,157,-13,"AS","N713AS",125,"SEA","FAI",204,1533,23,1
2014,1,5,2302,57,745,65,"AA","N630AA",1070,"SEA","MIA",299,2724,23,2
2014,1,5,2304,6,714,19,"B6","N537JB",264,"SEA","JFK",278,2422,23,4
2014,1,5,2304,5,723,23,"DL","N711ZX",1542,"SEA","JFK",284,2422,23,4
2014,1,5,2330,-2,653,5,"UA","N13718",1647,"SEA","CLE",239,2021,23,30
2014,1,5,2331,1,635,-8,"DL","N318US",2037,"SEA","CVG",226,1965,23,31
2014,1,5,2337,110,742,113,"B6","N632JB",498,"SEA","BOS",287,2496,23,37
2014,1,5,2351,1,218,-24,"AS","N768AS",121,"SEA","ANC",192,1448,23,51
2014,1,5,2353,63,817,88,"DL","N378DA",2022,"PDX","JFK",296,2454,23,53
2014,1,5,2357,-2,624,31,"UA","N521UA",686,"SEA","ORD",201,1721,23,57
2014,1,5,NA,NA,NA,NA,"B6","N793JB",1521,"PDX","LGB",NA,846,NA,NA
2014,1,5,NA,NA,NA,NA,"F9","",142,"SEA","DEN",NA,1024,NA,NA
2014,1,5,NA,NA,NA,NA,"WN","N8604K",576,"SEA","MDW",NA,1733,NA,NA
2014,1,5,NA,NA,NA,NA,"WN","N8616C",3694,"SEA","MDW",NA,1733,NA,NA
2014,1,5,NA,NA,NA,NA,"WN","N8321D",401,"PDX","MDW",NA,1751,NA,NA
2014,1,5,NA,NA,NA,NA,"OO","N583SW",5428,"PDX","SEA",NA,129,NA,NA
2014,1,5,NA,NA,NA,NA,"OO","N583SW",5325,"SEA","PDX",NA,129,NA,NA
2014,1,5,NA,NA,NA,NA,"UA","",612,"PDX","ORD",NA,1739,NA,NA
2014,1,5,NA,NA,NA,NA,"UA","",636,"PDX","ORD",NA,1739,NA,NA
2014,1,5,NA,NA,NA,NA,"UA","",698,"SEA","SFO",NA,679,NA,NA
2014,1,5,NA,NA,NA,NA,"UA","",722,"PDX","ORD",NA,1739,NA,NA
2014,1,5,NA,NA,NA,NA,"UA","",732,"SEA","ORD",NA,1721,NA,NA
2014,1,5,NA,NA,NA,NA,"UA","",758,"PDX","IAH",NA,1825,NA,NA
2014,1,5,NA,NA,NA,NA,"UA","",883,"SEA","DEN",NA,1024,NA,NA
2014,1,5,NA,NA,NA,NA,"UA","",995,"PDX","SFO",NA,550,NA,NA
2014,1,5,NA,NA,NA,NA,"UA","",998,"SEA","ORD",NA,1721,NA,NA
2014,1,5,NA,NA,NA,NA,"UA","",1142,"PDX","ORD",NA,1739,NA,NA
2014,1,5,NA,NA,NA,NA,"UA","",1258,"SEA","EWR",NA,2402,NA,NA
2014,1,5,NA,NA,NA,NA,"UA","",1444,"SEA","ORD",NA,1721,NA,NA
2014,1,5,NA,NA,NA,NA,"UA","",1599,"SEA","ORD",NA,1721,NA,NA
2014,1,5,NA,NA,NA,NA,"US","",467,"PDX","CLT",NA,2282,NA,NA
2014,1,6,5,6,710,-5,"UA","N27477",1236,"SEA","CLE",220,2021,0,5
2014,1,6,8,-2,757,-4,"US","N155UW",1830,"SEA","CLT",259,2279,0,8
2014,1,6,25,65,551,51,"AA","N3FCAA",1230,"SEA","DFW",193,1660,0,25
2014,1,6,107,107,818,108,"DL","N693DL",2357,"SEA","DTW",202,1927,1,7
2014,1,6,107,37,641,63,"DL","N659DL",874,"SEA","MSP",174,1399,1,7
2014,1,6,113,18,615,12,"DL","N323US",652,"PDX","MSP",168,1426,1,13
2014,1,6,203,136,759,126,"UA","N24702",1114,"SEA","IAH",219,1874,2,3
2014,1,6,515,-5,859,-7,"US","N627AW",460,"SEA","PHX",140,1107,5,15
2014,1,6,517,-8,900,5,"US","N550UW",649,"PDX","PHX",127,1009,5,17
2014,1,6,519,-2,731,-5,"OO","N956SW",5639,"SEA","SFO",110,679,5,19
2014,1,6,535,0,714,-12,"UA","N38458",1209,"PDX","SFO",85,550,5,35
2014,1,6,537,7,1121,-12,"UA","N432UA",235,"PDX","IAH",206,1825,5,37
2014,1,6,553,-7,741,-2,"AS","N791AS",406,"PDX","SJC",91,569,5,53
2014,1,6,554,-6,825,-22,"DL","N339NW",1831,"PDX","SLC",77,630,5,54
2014,1,6,558,-2,1315,-14,"DL","N385DN",2482,"PDX","ATL",232,2172,5,58
2014,1,6,558,-2,850,-13,"DL","N682DA",1634,"SEA","SLC",83,689,5,58
2014,1,6,559,-6,818,6,"AS","N587AS",344,"SEA","OAK",101,672,5,59
2014,1,6,559,-1,815,-6,"AS","N320AS",604,"SEA","LAS",118,867,5,59
2014,1,6,559,-1,736,-9,"WN","N455WN",1461,"PDX","OAK",84,543,5,59
2014,1,6,600,0,839,-11,"AS","N413AS",81,"SEA","ANC",186,1448,6,0
2014,1,6,601,1,801,-2,"AS","N409AS",200,"SEA","SJC",105,697,6,1
2014,1,6,603,3,1202,12,"AA","N3DXAA",1094,"SEA","DFW",197,1660,6,3
2014,1,6,603,-7,821,-4,"AS","N754AS",308,"SEA","SFO",109,679,6,3
2014,1,6,604,4,926,-4,"WN","N946WN",1927,"PDX","PHX",126,1009,6,4
2014,1,6,610,-5,847,-5,"AS","N517AS",524,"SEA","SNA",134,978,6,10
2014,1,6,611,-4,847,-15,"AS","N585AS",494,"SEA","SAN",137,1050,6,11
2014,1,6,611,6,952,14,"F9","N201FR",358,"SEA","DEN",127,1024,6,11
2014,1,6,613,-2,811,-9,"VX","N523VA",751,"SEA","SFO",103,679,6,13
2014,1,6,616,6,1209,-13,"UA","N35260",1101,"SEA","IAH",213,1874,6,16
2014,1,6,619,-1,1207,2,"AA","N597AA",1650,"PDX","DFW",189,1616,6,19
2014,1,6,620,15,953,13,"WN","N8616C",145,"SEA","DEN",128,1024,6,20
2014,1,6,625,5,939,-6,"WN","N965WN",432,"PDX","DEN",120,991,6,25
2014,1,6,628,-2,1347,-23,"DL","N6701",968,"SEA","ATL",237,2182,6,28
2014,1,6,629,-11,1009,1,"AS","N705AS",646,"PDX","PHX",130,1009,6,29
2014,1,6,630,10,1430,-1,"UA","N75436",1021,"PDX","EWR",281,2434,6,30
2014,1,6,631,-4,959,-13,"UA","N543UA",328,"SEA","DEN",123,1024,6,31
2014,1,6,632,2,821,5,"UA","N37293",1621,"PDX","SFO",93,550,6,32
2014,1,6,633,-2,1552,NA,"WN","N8320J",401,"PDX","MDW",NA,1751,6,33
2014,1,6,635,0,911,14,"OO","N603QX",4692,"PDX","LAX",120,834,6,35
2014,1,6,636,-4,856,-4,"AS","N570AS",572,"PDX","SAN",124,933,6,36
2014,1,6,637,27,913,23,"AS","N788AS",426,"SEA","LAX",130,954,6,37
2014,1,6,637,-3,857,9,"OO","N594SW",3456,"PDX","BUR",112,817,6,37
2014,1,6,638,10,1418,6,"UA","N594UA",250,"PDX","IAD",256,2327,6,38
2014,1,6,644,-1,829,-6,"WN","N7738A",2537,"SEA","SMF",89,605,6,44
2014,1,6,645,0,859,-6,"AS","N317AS",560,"PDX","LAX",114,834,6,45
2014,1,6,645,5,1221,-5,"AS","N423AS",668,"SEA","DFW",192,1660,6,45
2014,1,6,645,70,1449,69,"UA","N524UA",464,"SEA","EWR",270,2402,6,45
2014,1,6,647,-3,933,8,"AS","N306AS",470,"SEA","LAX",127,954,6,47
2014,1,6,647,-3,1007,-12,"AS","N627AS",682,"SEA","DEN",123,1024,6,47
2014,1,6,648,3,851,1,"WN","N763SW",247,"PDX","LAS",108,763,6,48
2014,1,6,651,-9,911,-10,"AS","N611AS",582,"PDX","SNA",121,859,6,51
2014,1,6,652,-8,838,-7,"VX","N530VA",805,"PDX","SFO",88,550,6,52
2014,1,6,654,-11,926,-14,"VX","N848VA",1780,"SEA","LAX",130,954,6,54
2014,1,6,654,19,1251,21,"WN","N8607M",3694,"SEA","MDW",211,1733,6,54
2014,1,6,655,0,1159,-13,"AS","N307AS",36,"SEA","MSP",166,1399,6,55
2014,1,6,655,-5,941,-24,"AS","N553AS",726,"SEA","SLC",89,689,6,55
2014,1,6,656,-4,823,-7,"WN","N953WN",2885,"PDX","SMF",74,479,6,56
2014,1,6,657,-8,1225,1,"DL","N947DN",2090,"PDX","MSP",173,1426,6,57
2014,1,6,658,-2,952,11,"OO","N815SK",4597,"SEA","LAX",127,954,6,58
2014,1,6,702,-3,922,-2,"AS","N526AS",606,"SEA","LAS",116,867,7,2
2014,1,6,703,-2,756,-14,"AS","N756AS",65,"SEA","KTN",95,680,7,3
2014,1,6,703,-2,927,5,"B6","N652JB",1121,"PDX","LGB",118,846,7,3
2014,1,6,703,-2,913,-6,"OO","N218AG",3460,"PDX","ONT",113,838,7,3
2014,1,6,704,4,1100,-20,"AS","N519AS",833,"PDX","HNL",343,2603,7,4
2014,1,6,704,-1,1411,-8,"DL","N3732J",822,"SEA","DTW",219,1927,7,4
2014,1,6,705,-5,949,7,"OO","N215AG",3472,"SEA","LGB",136,965,7,5
2014,1,6,707,-3,954,-18,"DL","N319NB",2397,"SEA","SLC",86,689,7,7
2014,1,6,708,8,1215,1,"DL","N399DA",2314,"SEA","MSP",166,1399,7,8
2014,1,6,709,9,1052,7,"WN","N8308K",669,"SEA","PHX",137,1107,7,9
2014,1,6,710,0,918,-10,"AS","N433AS",222,"SEA","SFO",101,679,7,10
2014,1,6,710,0,925,5,"AS","N557AS",332,"SEA","SJC",105,697,7,10
2014,1,6,711,-4,905,5,"AS","N506AS",805,"SEA","SMF",88,605,7,11
2014,1,6,712,2,1318,13,"AA","N3JAAA",1308,"SEA","DFW",195,1660,7,12
2014,1,6,712,-3,912,-6,"AS","N625AS",626,"PDX","LAS",106,763,7,12
2014,1,6,713,-2,953,-1,"AS","N440AS",478,"SEA","LAX",127,954,7,13
2014,1,6,713,-7,1059,-9,"AS","N769AS",642,"SEA","PHX",141,1107,7,13
2014,1,6,715,0,923,-4,"AS","N619AS",244,"PDX","SFO",85,550,7,15
2014,1,6,721,-4,1053,-7,"WN","N366SW",2400,"SEA","DEN",128,1024,7,21
2014,1,6,723,3,1127,-15,"AS","N568AS",855,"PDX","KOA",351,2607,7,23
2014,1,6,724,-1,1002,-3,"AS","N520AS",240,"SEA","SAN",141,1050,7,24
2014,1,6,725,-5,1002,4,"AS","N779AS",530,"SEA","ONT",130,956,7,25
2014,1,6,729,9,1542,15,"DL","N702TW",418,"SEA","JFK",281,2422,7,29
2014,1,6,729,89,1044,79,"F9","N202FR",796,"PDX","DEN",116,991,7,29
2014,1,6,731,1,943,-4,"UA","N522UA",434,"SEA","SFO",100,679,7,31
2014,1,6,743,-2,831,-9,"OO","N584SW",5379,"PDX","SEA",36,129,7,43
2014,1,6,743,50,1336,29,"UA","N805UA",324,"SEA","IAH",211,1874,7,43
2014,1,6,746,1,957,7,"WN","N794SW",402,"SEA","OAK",101,672,7,46
2014,1,6,747,7,1328,8,"WN","N771SA",3872,"SEA","MKE",204,1694,7,47
2014,1,6,751,1,929,-11,"WN","N7714B",373,"PDX","SJC",87,569,7,51
2014,1,6,753,-2,1013,-3,"AS","N644AS",522,"SEA","BUR",124,937,7,53
2014,1,6,754,-1,911,-29,"AS","N764AS",61,"SEA","JNU",123,909,7,54
2014,1,6,758,-2,1030,-19,"AS","N614AS",83,"SEA","ANC",193,1448,7,58
2014,1,6,804,-1,945,-5,"WN","N920WN",48,"PDX","OAK",87,543,8,4
2014,1,6,808,53,1628,59,"AA","N3FWAA",236,"SEA","JFK",282,2422,8,8
2014,1,6,808,-2,1035,6,"AS","N563AS",600,"SEA","LAS",124,867,8,8
2014,1,6,808,3,1609,19,"AS","N431AS",742,"SEA","ATL",237,2182,8,8
2014,1,6,809,-2,1602,2,"UA","N516UA",419,"SEA","IAD",271,2306,8,9
2014,1,6,810,0,1552,-14,"AS","N597AS",4,"SEA","DCA",266,2329,8,10
2014,1,6,811,11,1029,4,"AS","N794AS",568,"PDX","LAX",118,834,8,11
2014,1,6,813,-2,1349,17,"DL","N905DA",572,"PDX","MSP",168,1426,8,13
2014,1,6,828,3,1409,-21,"UA","N35407",1510,"PDX","IAH",205,1825,8,28
2014,1,6,829,-1,1351,6,"DL","N588NW",588,"SEA","MSP",160,1399,8,29
2014,1,6,830,0,1424,3,"AS","N303AS",28,"SEA","ORD",201,1721,8,30
2014,1,6,831,1,1235,-15,"AS","N592AS",861,"SEA","OGG",345,2640,8,31
2014,1,6,833,-2,1103,-11,"AS","N613AS",502,"SEA","SNA",136,978,8,33
2014,1,6,834,4,1209,-9,"US","N626AW",656,"SEA","PHX",137,1107,8,34
2014,1,6,835,0,1604,-8,"DL","N6709",128,"SEA","ATL",231,2182,8,35
2014,1,6,835,0,1350,-10,"WN","N258WN",41,"SEA","MCI",174,1489,8,35
2014,1,6,839,-1,1120,14,"OO","N823SK",4740,"SEA","LAS",120,867,8,39
2014,1,6,839,-6,1157,-16,"US","N672AW",685,"PDX","PHX",124,1009,8,39
2014,1,6,840,-5,1157,-13,"WN","N449WN",103,"PDX","DEN",118,991,8,40
2014,1,6,840,5,1639,-2,"US","N654AW",553,"SEA","PHL",281,2378,8,40
2014,1,6,847,7,1707,-16,"AS","N549AS",34,"SEA","FLL",303,2717,8,47
2014,1,6,847,-3,1251,-34,"AS","N577AS",875,"SEA","LIH",341,2701,8,47
2014,1,6,847,2,1434,-6,"UA","N38417",1142,"PDX","ORD",208,1739,8,47
2014,1,6,850,5,1652,3,"AS","N435AS",32,"SEA","PHL",285,2378,8,50
2014,1,6,850,0,1122,-8,"WN","N915WN",223,"PDX","SLC",82,630,8,50
2014,1,6,855,5,1259,24,"WN","N370SW",445,"SEA","ABQ",139,1180,8,55
2014,1,6,856,-4,1146,8,"AS","N569AS",456,"SEA","LAX",131,954,8,56
2014,1,6,856,-4,1114,-6,"AS","N403AS",614,"SEA","LAS",119,867,8,56
2014,1,6,903,-2,1706,-8,"AS","N402AS",8,"SEA","EWR",277,2402,9,3
2014,1,6,908,18,1125,15,"WN","N8613K",368,"SEA","LAS",122,867,9,8
2014,1,6,909,-1,1141,-6,"AS","N615AS",558,"SEA","PSP",132,987,9,9
2014,1,6,916,-5,1011,-5,"OO","N290SW",5428,"PDX","SEA",38,129,9,16
2014,1,6,918,38,1319,24,"HA","N380HA",21,"SEA","HNL",341,2677,9,18
2014,1,6,925,0,1743,8,"AS","N533AS",30,"PDX","BOS",301,2537,9,25
2014,1,6,927,12,1645,2,"DL","N3758Y",966,"PDX","ATL",234,2172,9,27
2014,1,6,929,-1,1110,-13,"OO","N750SK",5196,"PDX","SFO",85,550,9,29
2014,1,6,929,-6,1021,-3,"OO","N584SW",5438,"SEA","PDX",34,129,9,29
2014,1,6,932,-3,1752,-3,"AS","N513AS",12,"SEA","BOS",297,2496,9,32
2014,1,6,946,-4,1148,-7,"VX","N529VA",753,"SEA","SFO",105,679,9,46
2014,1,6,947,-3,1228,-30,"AS","N799AS",131,"PDX","ANC",205,1542,9,47
2014,1,6,948,-7,1153,-17,"UA","N841UA",698,"SEA","SFO",103,679,9,48
2014,1,6,949,-6,1223,-14,"AS","N796AS",238,"SEA","SAN",138,1050,9,49
2014,1,6,949,-1,1721,-14,"AS","N408AS",752,"PDX","ATL",243,2172,9,49
2014,1,6,951,-4,1734,-6,"AS","N514AS",764,"PDX","DCA",266,2350,9,51
2014,1,6,953,-7,1353,-17,"HA","N381HA",29,"SEA","OGG",336,2640,9,53
2014,1,6,954,-1,1320,-7,"AS","N626AS",680,"SEA","DEN",130,1024,9,54
2014,1,6,958,3,1203,-3,"AS","N793AS",314,"SEA","SFO",108,679,9,58
2014,1,6,959,-6,1214,-9,"AS","N607AS",580,"PDX","SNA",119,859,9,59
2014,1,6,1003,-7,1655,49,"AS","N612AS",686,"PDX","ORD",211,1739,10,3
2014,1,6,1004,19,1344,9,"AS","N706AS",644,"SEA","PHX",139,1107,10,4
2014,1,6,1009,-6,1540,-24,"AS","N565AS",658,"PDX","DFW",190,1616,10,9
2014,1,6,1012,132,1806,106,"AS","N548AS",16,"SEA","MCO",273,2554,10,12
2014,1,6,1013,13,1208,6,"AS","N596AS",346,"SEA","OAK",101,672,10,13
2014,1,6,1014,-1,1420,-20,"AS","N529AS",843,"SEA","KOA",349,2688,10,14
2014,1,6,1014,-6,1301,6,"OO","N824SK",4530,"SEA","LAX",128,954,10,14
2014,1,6,1016,1,1408,-12,"HA","N388HA",25,"PDX","HNL",334,2603,10,16
2014,1,6,1022,-2,1315,0,"DL","N357NW",1857,"SEA","SLC",88,689,10,22
2014,1,6,1024,-6,1432,-13,"AS","N536AS",803,"PDX","LIH",350,2631,10,24
2014,1,6,1025,-4,1254,-4,"OO","N919SW",6518,"PDX","LAX",119,834,10,25
2014,1,6,1026,116,1607,112,"AA","N3BHAA",312,"SEA","DFW",195,1660,10,26
2014,1,6,1026,6,1629,2,"AS","N407AS",730,"SEA","IAH",218,1874,10,26
2014,1,6,1027,-3,1350,-7,"AS","N556AS",640,"PDX","PHX",126,1009,10,27
2014,1,6,1029,4,1227,-3,"WN","N244WN",292,"SEA","SJC",103,697,10,29
2014,1,6,1030,0,1551,1,"AS","N552AS",762,"SEA","MCI",167,1489,10,30
2014,1,6,1031,-4,1312,-13,"AS","N581AS",127,"SEA","ANC",199,1448,10,31
2014,1,6,1034,-6,1534,-11,"OO","N216AG",3468,"SEA","OMA",162,1368,10,34
2014,1,6,1034,-8,1137,6,"OO","N290SW",5325,"SEA","PDX",36,129,10,34
2014,1,6,1037,2,1441,-24,"AS","N566AS",851,"SEA","HNL",346,2677,10,37
2014,1,6,1039,-6,1316,-7,"AS","N315AS",460,"SEA","LAX",130,954,10,39
2014,1,6,1040,-10,1300,-14,"OO","N219AG",3482,"SEA","SBA",121,908,10,40
2014,1,6,1051,0,1245,6,"OO","N980SW",5243,"PDX","SFO",92,550,10,51
2014,1,6,1052,-3,1322,-3,"VX","N842VA",784,"SEA","LAX",131,954,10,52
2014,1,6,1053,-7,1256,-24,"AS","N618AS",316,"SEA","SFO",108,679,10,53
2014,1,6,1054,-6,1315,2,"AS","N791AS",564,"PDX","LAX",117,834,10,54
2014,1,6,1056,-4,1325,-9,"B6","N806JB",107,"SEA","LGB",132,965,10,56
2014,1,6,1101,11,1612,7,"WN","N953WN",899,"PDX","MCI",176,1482,11,1
2014,1,6,1103,24,1430,22,"F9","N213FR",240,"SEA","DEN",125,1024,11,3
2014,1,6,1103,-4,1205,3,"OO","N566SW",5397,"PDX","SEA",42,129,11,3
2014,1,6,1110,330,1426,319,"UA","N36444",1569,"PDX","DEN",122,991,11,10
2014,1,6,1112,12,1437,7,"WN","N697SW",1537,"PDX","PHX",131,1009,11,12
2014,1,6,1113,-2,1432,-3,"WN","N392SW",326,"PDX","DEN",123,991,11,13
2014,1,6,1114,-6,1243,-14,"AS","N593AS",75,"SEA","JNU",136,909,11,14
2014,1,6,1118,-7,1344,-19,"AS","N617AS",498,"SEA","SAN",130,1050,11,18
2014,1,6,1118,-7,1317,-13,"OO","N707SK",5214,"SEA","SFO",98,679,11,18
2014,1,6,1120,-10,1335,-16,"AS","N534AS",578,"PDX","SAN",125,933,11,20
2014,1,6,1124,65,1411,71,"DL","N314NB",2450,"PDX","SLC",83,630,11,24
2014,1,6,1126,1,1453,-1,"US","N828AW",634,"PDX","PHX",131,1009,11,26
2014,1,6,1128,-2,1915,-20,"US","N112US",2019,"SEA","PHL",270,2378,11,28
2014,1,6,1129,-3,1508,-11,"US","N622AW",614,"SEA","PHX",139,1107,11,29
2014,1,6,1130,0,1333,-2,"WN","N7744A",359,"PDX","LAS",108,763,11,30
2014,1,6,1132,-8,1356,-21,"AS","N624AS",500,"SEA","SNA",130,978,11,32
2014,1,6,1133,3,1333,-2,"WN","N402WN",3603,"SEA","OAK",102,672,11,33
2014,1,6,1141,36,1425,25,"WN","N764SW",104,"SEA","SLC",90,689,11,41
2014,1,6,1141,-1,1220,-2,"OO","N584SW",5438,"PDX","EUG",27,106,11,41
2014,1,6,1142,-3,1728,-12,"AS","N323AS",656,"SEA","AUS",203,1770,11,42
2014,1,6,1144,4,1912,29,"DL","N707TW",2363,"PDX","DTW",222,1953,11,44
2014,1,6,1149,34,1726,21,"AA","N3ESAA",1311,"SEA","DFW",194,1660,11,49
2014,1,6,1151,0,1417,7,"OO","N607SK",4698,"PDX","LAX",113,834,11,51
2014,1,6,1152,6,1403,2,"B6","N793JB",1521,"PDX","LGB",118,846,11,52
2014,1,6,1153,-2,1721,-15,"AS","N524AS",754,"SEA","STL",195,1709,11,53
2014,1,6,1153,33,1518,24,"OO","N938SW",5576,"PDX","DEN",125,991,11,53
2014,1,6,1156,11,1908,13,"DL","N3765",2424,"SEA","DTW",213,1927,11,56
2014,1,6,1157,-8,1749,-26,"AA","N3BUAA",1628,"SEA","ORD",201,1721,11,57
2014,1,6,1159,-6,1443,-6,"OO","N947SW",6371,"SEA","LAX",132,954,11,59
2014,1,6,1202,-3,1345,-5,"VX","N527VA",817,"PDX","SFO",90,550,12,2
2014,1,6,1205,9,1246,8,"OO","N290SW",5325,"PDX","RDM",28,116,12,5
2014,1,6,1210,5,1301,1,"AS","N767AS",674,"SEA","GEG",36,224,12,10
2014,1,6,1211,16,1331,11,"WN","N233LV",361,"PDX","SMF",72,479,12,11
2014,1,6,1212,-3,1419,-3,"AS","N551AS",324,"SEA","SJC",103,697,12,12
2014,1,6,1214,4,1350,-5,"WN","N451WN",3252,"PDX","SJC",87,569,12,14
2014,1,6,1217,12,1545,10,"WN","N726SW",3518,"PDX","ABQ",134,1111,12,17
2014,1,6,1221,-4,1612,-1,"AS","N320AS",648,"SEA","TUS",150,1216,12,21
2014,1,6,1222,23,2004,25,"DL","N721TW",1962,"SEA","ATL",236,2182,12,22
2014,1,6,1223,-4,1311,-5,"OO","N566SW",5342,"SEA","PDX",33,129,12,23
2014,1,6,1227,-6,1410,-16,"UA","N414UA",353,"PDX","SFO",83,550,12,27
2014,1,6,1231,1,1435,0,"AS","N760AS",312,"SEA","SFO",105,679,12,31
2014,1,6,1233,-2,1818,-15,"AS","N305AS",22,"SEA","ORD",198,1721,12,33
2014,1,6,1235,-5,1812,-30,"AS","N318AS",692,"SEA","SAT",202,1774,12,35
2014,1,6,1243,42,1851,36,"UA","N474UA",912,"SEA","IAH",211,1874,12,43
2014,1,6,1244,42,1839,34,"UA","N413UA",277,"PDX","IAH",210,1825,12,44
2014,1,6,1246,1,1505,-30,"AS","N594AS",113,"SEA","ANC",181,1448,12,46
2014,1,6,1246,41,1615,35,"WN","N8621A",4183,"SEA","DEN",127,1024,12,46
2014,1,6,1246,16,1433,18,"WN","N938WN",2315,"SEA","SMF",86,605,12,46
2014,1,6,1251,51,1634,44,"WN","N960WN",3696,"SEA","PHX",142,1107,12,51
2014,1,6,1252,-8,1527,-8,"AS","N754AS",554,"SEA","PSP",135,987,12,52
2014,1,6,1257,67,1519,64,"WN","N936WN",3390,"SEA","LAS",126,867,12,57
2014,1,6,1259,-1,1812,-6,"DL","N914DN",2164,"PDX","MSP",166,1426,12,59
2014,1,6,1300,0,1800,-17,"DL","N553NW",1950,"SEA","MSP",161,1399,13,0
2014,1,6,1302,4,1540,3,"OO","N810SK",4800,"SEA","LAX",130,954,13,2
2014,1,6,1305,-5,1553,-12,"DL","N3753",2157,"SEA","SLC",92,689,13,5
2014,1,6,1307,12,1517,20,"AS","N517AS",622,"PDX","LAS",111,763,13,7
2014,1,6,1311,26,1531,21,"OO","N820SK",4741,"SEA","LAS",118,867,13,11
2014,1,6,1313,-7,1605,-20,"AS","N535AS",724,"SEA","SLC",92,689,13,13
2014,1,6,1313,48,1453,43,"WN","N719SW",426,"PDX","OAK",84,543,13,13
2014,1,6,1315,0,1538,8,"OO","N594SW",3478,"PDX","LGB",120,846,13,15
2014,1,6,1319,-6,1558,-27,"AS","N622AS",123,"SEA","FAI",196,1533,13,19
2014,1,6,1319,14,1853,2,"AS","N317AS",664,"SEA","DFW",196,1660,13,19
2014,1,6,1319,2,1548,-12,"DL","N644DL",2093,"PDX","SLC",82,630,13,19
2014,1,6,1327,-5,1509,-16,"UA","N493UA",995,"PDX","SFO",87,550,13,27
2014,1,6,1329,154,1704,157,"UA","N33264",1664,"SEA","DEN",127,1024,13,29
2014,1,6,1333,11,2055,-4,"DL","N802DN",2368,"SEA","ATL",232,2182,13,33
2014,1,6,1333,-2,1511,-4,"WN","N246LV",578,"PDX","OAK",83,543,13,33
2014,1,6,1333,43,1511,41,"WN","N926WN",518,"SEA","RNO",76,564,13,33
2014,1,6,1334,169,1651,166,"F9","N263AV",360,"PDX","DEN",120,991,13,34
2014,1,6,1334,14,1545,20,"WN","N401WN",425,"PDX","LAS",109,763,13,34
2014,1,6,1336,36,1839,19,"AS","N557AS",38,"SEA","MSP",162,1399,13,36
2014,1,6,1337,17,2123,35,"DL","N669DN",970,"PDX","ATL",237,2172,13,37
2014,1,6,1341,-9,1524,-11,"AS","N586AS",362,"SEA","SMF",86,605,13,41
2014,1,6,1342,1,1428,-6,"OO","N566SW",5423,"PDX","SEA",37,129,13,42
2014,1,6,1346,26,2110,-4,"US","N172US",1897,"SEA","CLT",243,2279,13,46
2014,1,6,1348,-7,1609,-21,"AS","N611AS",532,"SEA","ONT",127,956,13,48
2014,1,6,1352,18,1547,2,"UA","N494UA",816,"SEA","SFO",96,679,13,52
2014,1,6,1356,-9,1725,-18,"AS","N627AS",670,"SEA","DEN",125,1024,13,56
2014,1,6,1400,60,2151,46,"DL","N713TW",182,"SEA","JFK",273,2422,14,0
2014,1,6,1402,62,1621,28,"UA","N81449",1192,"SEA","ANC",181,1448,14,2
2014,1,6,1404,-1,1606,-9,"AS","N703AS",318,"SEA","SFO",104,679,14,4
2014,1,6,1406,31,1635,27,"OO","N215AG",3474,"SEA","LGB",129,965,14,6
2014,1,6,1407,-3,1643,-7,"AS","N792AS",486,"SEA","SAN",136,1050,14,7
2014,1,6,1408,43,1606,41,"WN","N281WN",1356,"SEA","OAK",100,672,14,8
2014,1,6,1409,-1,2145,-11,"AS","N526AS",2,"SEA","DCA",256,2329,14,9
2014,1,6,1413,2,2032,9,"UA","N38454",1246,"SEA","IAH",218,1874,14,13
2014,1,6,1416,6,1806,14,"AS","N713AS",652,"SEA","PHX",142,1107,14,16
2014,1,6,1417,302,1751,286,"OO","N223AG",3466,"PDX","TUS",135,1119,14,17
2014,1,6,1423,-2,1703,3,"AS","N546AS",454,"SEA","LAX",131,954,14,23
2014,1,6,1425,135,1959,124,"AA","N4YDAA",1568,"PDX","DFW",195,1616,14,25
2014,1,6,1429,-1,1648,-2,"AS","N527AS",608,"SEA","LAS",123,867,14,29
2014,1,6,1431,136,1640,139,"OO","N218AG",3454,"PDX","BUR",111,817,14,31
2014,1,6,1437,12,1705,7,"AS","N779AS",516,"SEA","SNA",134,978,14,37
2014,1,6,1440,0,1824,-1,"US","N170US",2026,"SEA","PHX",142,1107,14,40
2014,1,6,1447,-17,1530,-23,"OO","N566SW",5417,"SEA","PDX",29,129,14,47
2014,1,6,1450,-5,1810,-10,"WN","N758SW",735,"PDX","DEN",121,991,14,50
2014,1,6,1451,6,1816,-4,"WN","N700GS",1556,"SEA","DEN",126,1024,14,51
2014,1,6,1452,-3,1541,-12,"AS","N769AS",67,"SEA","KTN",93,680,14,52
